month,scenario,customers,new_customers,churned_customers,seats_per_customer,credits_per_customer,seat_revenue,credit_revenue,total_revenue,grr_mrr,nrr_mrr,cogs,ai_cogs,gross_profit,gross_margin_pct,opex_rnd,opex_s_and_m,opex_g_and_a,opex_total,ebitda,ebitda_margin_pct,mrr,arr
2027-05,upside,772.4177808600675,56.25,17.055352380642063,4.57682514286975,2981.3521676210016,349986.8909037614,27634.19310331399,377621.08400707535,0.8607206080109916,0.9965876221391194,86530.91261947084,3454.274137914249,291090.1713876045,0.7708525390021667,180000.0,220000.0,90000.0,490000.0,-198909.8286123955,-0.5267444987490916,377621.08400707535,4531453.008084904
2027-06,upside,810.9461194698963,56.25,17.721661390171146,4.615260245234946,3014.391752783606,370530.0112354792,29334.111533783092,399864.1227692623,0.8535415143507632,0.9968529882516021,91636.8709509606,3666.7639417228866,308227.2518183017,0.7708299751517372,180000.0,220000.0,90000.0,490000.0,-181772.74818169832,-0.4545862902698788,399864.1227692623,4798369.473231148
2027-07,upside,848.819476323358,56.25,18.37664314653824,4.653966799458311,3047.785196635973,391087.38849270734,31044.23321465555,422131.6217073629,0.8464108246816866,0.9970892166973154,96749.48592745178,3880.5291518319436,325382.13577991107,0.7708073004904568,180000.0,220000.0,90000.0,490000.0,-164617.86422008893,-0.3899680946768969,422131.6217073629,5065579.460488355
2027-08,upside,886.0489861103109,56.25,19.02049021304709,4.692936972269644,3081.5282132156885,411659.0325697519,32764.619387880943,444423.65195763286,0.8393332194587698,0.9973008738480155,101868.78085416435,4095.5774234851187,342554.8711034685,0.7707845196684637,180000.0,220000.0,90000.0,490000.0,-147445.12889653147,-0.33176706110724163,444423.65195763286,5333083.823491594
2027-09,upside,922.6455942308856,56.25,19.65339187942529,4.732164405681925,3115.617730026163,432244.9533677859,34495.331662995275,466740.2850307812,0.8323122464634714,0.9974916193772739,106994.77916464627,4311.9164578744085,359745.5058661349,0.7707616364043013,180000.0,220000.0,90000.0,490000.0,-130254.49413386511,-0.2790727484028402,466740.2850307812,5600883.420369374
2027-10,upside,958.6200600134106,56.25,20.27553421747506,4.771643880807555,3150.05161506325,452845.1607948538,36236.43201932729,489081.5928141811,0.8253505920113745,0.9976644206605646,112127.50442153576,4529.55400241591,376954.08839264535,0.7707386536950761,180000.0,220000.0,90000.0,490000.0,-113045.91160735465,-0.23113916628284284,489081.5928141811,5868979.113770174
2027-11,upside,993.9829598776327,56.25,20.887100135777985,4.811371068986661,3184.828474733503,473459.6647658761,37987.98280821808,511447.6475740942,0.8184502786224364,0.9978217090854782,117266.98031732798,4748.4978510272595,394180.66725676623,0.7707155739721351,180000.0,220000.0,90000.0,490000.0,-95819.33274323377,-0.18734924913180342,511447.6475740942,6137371.77088913
2027-12,upside,1028.7446904441629,56.25,21.488269433469757,4.851342344872665,3219.94750207749,494088.47520265426,39750.046755253956,533838.5219579082,0.8116128113954764,0.9979654958408325,122413.23067514654,4968.7558444067445,411425.2912827616,0.7706923992180569,180000.0,220000.0,90000.0,490000.0,-78574.70871723839,-0.1471881580015198,533838.5219579082,6406062.263494898
2028-01,upside,1062.915471591062,56.25,22.07921885310077,4.891554644199997,3255.408361271824,514731.6020338756,41522.68696251273,556254.2889963883,0.8048392879591959,0.9980974589323475,127566.27944951953,5190.335870314091,428688.0095468688,0.7706691310557288,180000.0,220000.0,90000.0,490000.0,-61311.990453131206,-0.11022295318163254,556254.2889963883,6675051.46795666
2028-02,upside,1096.505349458464,56.25,22.660122132598055,4.932005354252944,3291.2110986820708,535389.0551951178,43305.96691082351,578695.0221059413,0.7981304821403151,0.9982190094349933,132726.15072716004,5413.245863852939,445968.8713787813,0.770645770816978,180000.0,220000.0,90000.0,490000.0,-44031.128621218726,-0.07608693169846893,578695.0221059413,6944340.265271296
